"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","biotype"
"ENSG00000132589",9812.78987694962,-1.42255262129207,0.0931235909430948,6.53505226334037e-54,6.28108661158918e-51,"FLOT2","protein_coding"
"ENSG00000087111",9860.99424088329,-1.25121442636832,0.0843259068862058,8.79506349154701e-51,8.17149348999633e-48,"PIGS","protein_coding"
"ENSG00000108256",14014.6897190786,-1.39323773263861,0.0937686370444793,2.33515107655181e-50,2.09960212763641e-47,"NUFIP2","protein_coding"
"ENSG00000167536",3570.30949975349,-1.38481828209938,0.0940783574102142,4.32465195084044e-50,3.76690699455548e-47,"DHRS13","protein_coding"
"ENSG00000128709",1218.14461199048,-1.05814782241852,0.0719349225604608,6.6462741870631e-50,5.6136848610912e-47,"HOXD9","protein_coding"
"ENSG00000277161",5014.15147676608,-1.48297109842184,0.101293901739263,1.3589470830669e-49,1.11405682489187e-46,"PIGW","protein_coding"
"ENSG00000156113",204.595559352335,-4.10598404884388,0.281639944373718,2.85735949632177e-49,2.27551946402791e-46,"KCNMA1","protein_coding"
"ENSG00000234851",448.929859471667,-1.87529167679297,0.12959980213525,1.30788574965062e-48,1.012630541667e-45,"RPL23AP42","processed_pseudogene"
"ENSG00000144331",61.8045792227063,-1.83403145750271,0.127092429888285,3.11638751296873e-48,2.34765051753993e-45,"ZNF385B","protein_coding"
"ENSG00000019505",27.1102143910227,-5.01056413667937,0.348777527371049,9.08843787891797e-48,6.66636918418633e-45,"SYT13","protein_coding"
"ENSG00000064205",207.022889643428,-1.92759679286984,0.136801817449933,3.14033229256356e-46,2.24437133309292e-43,"CCN5","protein_coding"
"ENSG00000130592",23.9500074314202,-4.40889483819686,0.317285313337829,8.98966087032574e-45,6.26422043596474e-42,"LSP1","protein_coding"
"ENSG00000144152",1444.65127639923,-2.12231171826806,0.153478682693336,1.08043179706649e-44,7.34509158039861e-42,"FBLN7","protein_coding"
"ENSG00000274211",1200.42688555973,-2.3172578370454,0.169088392611128,6.15009506069301e-44,4.08146665777848e-41,"SOCS7","protein_coding"
"ENSG00000174600",86.7900081691639,-6.84155524353639,0.50257123542765,3.66425132178025e-43,2.37520179283676e-40,"CMKLR1","protein_coding"
"ENSG00000258986",492.403899553035,-2.62031176210289,0.193533047548684,5.99313181650029e-43,3.79651279821165e-40,"TMEM179","protein_coding"
"ENSG00000235903",386.816937963449,2.1461037845976,0.158883915021712,9.26240827379725e-43,5.73713568479002e-40,"CPB2-AS1","lncRNA"
"ENSG00000260390",24.6899309727,-9.16839479629292,1.30842482854718,3.16604155849072e-42,1.91841470347417e-39,"AL360014.1","lncRNA"
"ENSG00000184564",220.969665866069,3.69649088274899,0.28033040861541,2.87973659835694e-41,1.70780634480857e-38,"SLITRK6","protein_coding"
"ENSG00000155629",38.6417799844047,-5.69007193541778,0.427218327511598,4.88931815825798e-41,2.83916593802343e-38,"PIK3AP1","protein_coding"
"ENSG00000254656",44.8801257313623,-5.84136251161974,0.444878394932517,7.91561617327266e-41,4.50269325709447e-38,"RTL1","protein_coding"
"ENSG00000112238",147.97345878667,4.65110897314987,0.355953313706413,2.53760759794023e-40,1.41461473154776e-37,"PRDM13","protein_coding"
"ENSG00000130177",10335.1994228212,0.652081211054613,0.0495783878243695,4.86956455753868e-40,2.66136025318188e-37,"CDC16","protein_coding"
"ENSG00000109103",2065.14260853835,-1.48037522235733,0.114453474616173,2.43069266368503e-39,1.30289801182486e-36,"UNC119","protein_coding"
"ENSG00000106538",372.19570781589,-5.84983836284378,0.45553415425187,6.25658666322193e-39,3.2903743408299e-36,"RARRES2","protein_coding"
"ENSG00000259153",67.1203277398812,-3.96097249941904,0.310835379959417,1.69748849659244e-38,8.76186978991129e-36,"AC004816.1","lncRNA"
"ENSG00000003400",172.33155663921,2.99866647723762,0.239244150872231,2.55871231156351e-37,1.29670887745836e-34,"CASP10","protein_coding"
"ENSG00000124731",42.3391856463712,-5.42798860313144,0.430825832754242,4.41937419908754e-37,2.19966459019941e-34,"TREM1","protein_coding"
"ENSG00000168757",188.697103936214,4.32138681674537,0.354121620482204,1.41843735538269e-35,6.93615866782133e-33,"TSPY2","protein_coding"
"ENSG00000261327",92.0677775102234,3.83079314872451,0.318207484142427,1.20023658756619e-34,5.76796455262628e-32,"AC134312.5","lncRNA"
"ENSG00000160606",2276.08682045068,-1.63373175737823,0.136953968984236,6.37430408564207e-34,3.01137250473053e-31,"TLCD1","protein_coding"
"ENSG00000126217",435.352567506293,-4.40878235295243,0.37108914410911,6.81871355419147e-34,3.16763338159965e-31,"MCF2L","protein_coding"
"ENSG00000275700",5471.74033459065,-1.76955646664932,0.149880383563448,2.61645221838208e-33,1.19438661779942e-30,"AATF","protein_coding"
"ENSG00000204257",500.517164371743,-1.62915334119064,0.137932738475387,2.65676354549434e-33,1.19438661779942e-30,"HLA-DMA","protein_coding"
"ENSG00000129521",96.0785667845246,-2.12998415798468,0.18129750729324,5.14944699678083e-33,2.27826247843289e-30,"EGLN3","protein_coding"
"ENSG00000004142",16311.634683775,-1.21624578907063,0.102857420359922,8.41454603446261e-33,3.66466627529025e-30,"POLDIP2","protein_coding"
"ENSG00000132581",5314.80525417293,-1.36929977956388,0.116667592510307,9.28749444329723e-33,3.98262050181575e-30,"SDF2","protein_coding"
"ENSG00000007062",46.6300934629903,-2.3625227038391,0.202330400665612,1.39208670290003e-32,5.87903525302007e-30,"PROM1","protein_coding"
"ENSG00000164086",1729.58665863718,-1.22374494647287,0.104745336971352,1.67478486582258e-32,6.96735500971236e-30,"DUSP7","protein_coding"
"ENSG00000041515",77.3474283120267,1.86980097490432,0.161716592502006,4.2325774504917e-32,1.73492104819934e-29,"MYO16","protein_coding"
"ENSG00000179168",144.614730287452,-3.27648597262473,0.283775353829528,4.68816989890054e-32,1.89381680568195e-29,"GGN","protein_coding"
"ENSG00000197927",10.4708890409154,9.88250950124181,2.78198394766502,7.41617063708871e-32,2.95301320239391e-29,"NBEAP2","transcribed_unprocessed_pseudogene"
"ENSG00000169059",181.833026252712,5.92093031241151,0.521497947969336,3.08526435282539e-31,1.21120525783524e-28,"VCX3A","protein_coding"
"ENSG00000264044",24.6000522453372,-2.13428997686278,0.187895682090163,5.57201018043553e-31,2.15706444110111e-28,"AC005726.2","lncRNA"
"ENSG00000023516",7967.03790520578,0.873923549850543,0.0780041682234537,8.02198121360356e-30,3.06296825159962e-27,"AKAP11","protein_coding"
"ENSG00000151773",228.983652359085,1.34506783906796,0.121636942538862,1.67885109413607e-29,6.31865974460459e-27,"CCDC122","protein_coding"
"ENSG00000250565",454.53906689553,0.816256110501975,0.0733793683194104,1.70020981180836e-29,6.31865974460459e-27,"ATP6V1E2","protein_coding"
"ENSG00000187824",49.7267240825513,3.64233220768885,0.334179509927013,6.05541289195313e-29,2.22082267812381e-26,"TMEM220","protein_coding"
"ENSG00000227543",37.2479272499001,-2.00795657216857,0.184745192092962,1.2743260420663e-28,4.61289477539142e-26,"SPAG5-AS1","lncRNA"
"ENSG00000185304",26.3509362067003,5.1478681120663,0.472490965260372,1.33019963000266e-28,4.75341721629027e-26,"RGPD2","protein_coding"
"ENSG00000165449",1214.89016659691,1.22168101665881,0.112503552742333,1.7606572716035e-28,6.21200001663345e-26,"SLC16A9","protein_coding"
"ENSG00000227632",14.7656807841179,4.74562178833475,0.434260082081024,2.89233296420153e-28,1.00772495888987e-25,"AC018804.1","unprocessed_pseudogene"
"ENSG00000161835",521.657322884059,1.42011897103311,0.132167441627407,5.2465714188001e-28,1.8054035204471e-25,"TAMALIN","protein_coding"
"ENSG00000278962",177.388826497701,-1.72479017805238,0.160858861554374,6.39818332628138e-28,2.17483614455416e-25,"AC092645.1","TEC"
"ENSG00000278053",3591.1771980832,-1.27103285141941,0.118999277997052,1.55768647539866e-27,5.23101146129962e-25,"DDX52","protein_coding"
"ENSG00000278259",7731.43829443535,-1.58715768171804,0.149929356799109,2.6887260671555e-27,8.92176924640778e-25,"MYO19","protein_coding"
"ENSG00000235300",60.4596247760876,2.79025980907353,0.265946261032125,5.3220350388311e-27,1.74518920749811e-24,"THRA1/BTR","lncRNA"
"ENSG00000232977",788.267185329145,1.24302352611557,0.118008386492793,5.62853372779607e-27,1.82423396040535e-24,"LINC00327","lncRNA"
"ENSG00000164616",28.3855204058761,-4.04045981726609,0.385867274804786,7.91695874821487e-27,2.53642978378153e-24,"FBXL21P","transcribed_unitary_pseudogene"
"ENSG00000162078",40.4412416078365,2.75558277784617,0.264277215652732,1.03806921084277e-26,3.28796626293416e-24,"ZG16B","protein_coding"
"ENSG00000112655",2119.14405917194,-2.34751117796658,0.225337592646368,1.1680883681003e-26,3.65821652629883e-24,"PTK7","protein_coding"
"ENSG00000162782",43.6604846882145,-4.97145162855924,0.477882892866424,2.01834938050989e-26,6.25082803143913e-24,"TDRD5","protein_coding"
"ENSG00000244045",1723.98362740903,-0.923069852775036,0.0883765300013897,2.2323859141331e-26,6.83772445984966e-24,"TMEM199","protein_coding"
"ENSG00000099954",322.533072015234,-3.6973471136373,0.357610940394047,2.94613225970348e-26,8.92582005159948e-24,"CECR2","protein_coding"
"ENSG00000076351",1520.98344770486,-2.23004994495389,0.215983905955023,3.04729226839486e-26,9.13302982763117e-24,"SLC46A1","protein_coding"
"ENSG00000276023",4468.37991056814,-1.1950304025279,0.114753299853236,3.81560554147891e-26,1.13140822614512e-23,"DUSP14","protein_coding"
"ENSG00000136943",333.479467955407,-1.41340058990519,0.136770815995838,4.29670601160718e-26,1.26065354380555e-23,"CTSV","protein_coding"
"ENSG00000109046",3039.47597863887,-1.13403078733401,0.109566214113502,4.52864505618223e-26,1.31486378803091e-23,"WSB1","protein_coding"
"ENSG00000270659",12.7296291374542,-3.57281014634449,0.345314720479249,5.1305423917892e-26,1.47426400089011e-23,"AC079610.1","lncRNA"
"ENSG00000204604",193.491520092865,4.95584465865747,0.484453577202393,6.51070680200423e-26,1.85176459890065e-23,"ZNF468","protein_coding"
"ENSG00000196126",135.031796200255,-4.99174399911306,0.489214343901414,6.58910761405094e-26,1.85513329824689e-23,"HLA-DRB1","protein_coding"
"ENSG00000101335",3293.70630033031,-1.28862419732757,0.125329189306477,8.33368590934289e-26,2.32284827351114e-23,"MYL9","protein_coding"
"ENSG00000154080",79.4885549782675,-1.80907347666121,0.176626381280465,1.05057687797574e-25,2.89928013067503e-23,"CHST9","protein_coding"
"ENSG00000179862",998.923079792928,-1.30029544896473,0.127127423732033,1.28004170170455e-25,3.4979021913344e-23,"CITED4","protein_coding"
"ENSG00000150594",375.612284914396,-4.41652269778791,0.435028768309808,1.59991846394997e-25,4.32956576171626e-23,"ADRA2A","protein_coding"
"ENSG00000184347",36.8156070728511,-6.84517968321145,0.674680586206343,4.00903731437963e-25,1.07446054868946e-22,"SLIT3","protein_coding"
"ENSG00000278619",1265.48105575398,-1.40463049873582,0.139077336897322,4.73797754288431e-25,1.25772998145537e-22,"MRM1","protein_coding"
"ENSG00000125384",11.8638675517521,-4.57006587864556,0.447108994382951,4.9485332122397e-25,1.30123081344111e-22,"PTGER2","protein_coding"
"ENSG00000148926",373.213753899426,2.13395832708919,0.21219974957278,5.8832122573976e-25,1.53254930140601e-22,"ADM","protein_coding"
"ENSG00000188681",343.312024268419,1.18608380061163,0.117746315067491,7.16900563456255e-25,1.85020087085335e-22,"TEKT4P2","transcribed_unprocessed_pseudogene"
"ENSG00000231739",6.42051244327294,9.05221702557558,2.69700164403681,7.51074641131618e-25,1.92061499745519e-22,"GAPDHP59","processed_pseudogene"
"ENSG00000102038",5419.35982164357,-0.841550876486088,0.0831640629174706,7.82685680243347e-25,1.98325436049298e-22,"SMARCA1","protein_coding"
"ENSG00000239482",566.576464686879,-2.52053980870393,0.252114462623831,8.6298634835175e-25,2.16702869257733e-22,"AC112487.1","lncRNA"
"ENSG00000237880",37.2637614529744,5.4904716998538,0.550997453513926,1.46002064242795e-24,3.63349601485663e-22,"LINC01885","lncRNA"
"ENSG00000168754",3689.94322635953,-1.00264795578307,0.100245688129078,1.95927116398016e-24,4.83281107554151e-22,"FAM178B","protein_coding"
"ENSG00000273611",2059.24510973506,-1.13882660451702,0.114330695389673,2.39200954431659e-24,5.84846333585407e-22,"ZNHIT3","protein_coding"
"ENSG00000233532",231.154597740339,1.52205853298052,0.153294901815293,2.46374624953413e-24,5.97147819245781e-22,"LINC00460","lncRNA"
"ENSG00000278540",9949.96043584717,-1.24018452188501,0.125140392766968,5.24642256162951e-24,1.2606339315543e-21,"ACACA","protein_coding"
"ENSG00000006432",138.440056758709,-2.67264348652147,0.272815736171564,6.53551944428198e-24,1.55696182453395e-21,"MAP3K9","protein_coding"
"ENSG00000238235",31.8040172932195,4.35348921446737,0.445409431631262,8.33240961350795e-24,1.96821400980769e-21,"TSPY11P","unprocessed_pseudogene"
"ENSG00000237181",244.065942958044,1.72657202428895,0.176390333991652,8.5681837943863e-24,2.00689904958764e-21,"PRKAR1B-AS1","lncRNA"
"ENSG00000105173",3553.44347862999,-0.709919246138074,0.0717851321615759,1.02838893070751e-23,2.38869038880086e-21,"CCNE1","protein_coding"
"ENSG00000180353",389.912438960413,1.91858548474131,0.196762953747454,1.19911517217366e-23,2.76222621437986e-21,"HCLS1","protein_coding"
"ENSG00000235280",27.5630607400285,-4.54312128757681,0.468449710685574,1.48910168530815e-23,3.40210912086836e-21,"MCF2L-AS1","lncRNA"
"ENSG00000206625",76.2038248996581,4.75720177534696,0.491135216124198,1.60952273175576e-23,3.64733553676654e-21,"RNU6-1","snRNA"
"ENSG00000184937",590.538424832868,-0.678782555027371,0.0689159154339281,1.62715440015562e-23,3.65755440286593e-21,"WT1","protein_coding"
"ENSG00000238578",84.4456988166089,-1.55728826512865,0.160685305733521,2.44376836631956e-23,5.44921245395401e-21,"SNORD4A","snoRNA"
"ENSG00000109079",6163.70028116308,-1.25770145816587,0.129634406355225,2.62183554463936e-23,5.79987477267722e-21,"TNFAIP1","protein_coding"
"ENSG00000087494",1221.98666005132,2.17637927969732,0.131105043941677,2.85082291450905e-23,6.25677063748904e-21,"PTHLH","protein_coding"
"ENSG00000006453",3455.99413405691,-0.805694109702552,0.0826736831010452,3.41203921766882e-23,7.42998196203773e-21,"BAIAP2L1","protein_coding"
"ENSG00000205642",63.6299734169748,5.74675021604591,0.598970788547741,4.42781194429709e-23,9.56716297080564e-21,"VCX3B","protein_coding"
"ENSG00000182583",65.5766187047619,5.52092012132277,0.576070079926321,4.5976100181671e-23,9.85762954125935e-21,"VCX","protein_coding"
"ENSG00000170949",567.265098337747,1.47219699996312,0.153350046170967,6.36379862641178e-23,1.35403174896165e-20,"ZNF160","protein_coding"
"ENSG00000173320",167.714700188233,-2.38014222689149,0.248737701749478,6.98470312572941e-23,1.47488356229891e-20,"STOX2","protein_coding"
"ENSG00000116819",155.028419892551,-1.42655675284803,0.150195122785839,1.90517387082854e-22,3.99270009786496e-20,"TFAP2E","protein_coding"
"ENSG00000157570",28.4798357514109,-5.91904434603188,0.624226381425003,2.16501491371919e-22,4.50339258881306e-20,"TSPAN18","protein_coding"
"ENSG00000177946",1914.08893621361,0.841297065807762,0.0888338717238288,4.58702943387022e-22,9.47068677113071e-20,"CENPBD1","transcribed_unitary_pseudogene"
"ENSG00000278630",17.1658442814699,7.57802883787028,1.07929259726791,5.95506957632866e-22,1.2204827522133e-19,"LINC02335","lncRNA"
"ENSG00000168672",13209.8336617982,-1.85498746333711,0.19866736286334,6.81620570230802e-22,1.38677446379877e-19,"LRATD2","protein_coding"
"ENSG00000198538",166.033228635741,5.38967065240214,0.580263801716202,6.96996317131342e-22,1.4077810396668e-19,"ZNF28","protein_coding"
"ENSG00000080493",221.574994429608,-1.40004568154855,0.150070801638427,9.49358852613038e-22,1.90370354668225e-19,"SLC4A4","protein_coding"
"ENSG00000183242",112.308904907313,-1.17132626932592,0.125810982564161,1.34813779032764e-21,2.68404604498588e-19,"WT1-AS","lncRNA"
"ENSG00000234446",41.5927121143522,3.7880637893437,0.410718615713682,1.45555610910088e-21,2.87735570418218e-19,"AC068489.1","lncRNA"
"ENSG00000009694",84.7487668586418,2.45859664170358,0.268259342617406,2.8792368689055e-21,5.65161755260584e-19,"TENM1","protein_coding"
"ENSG00000265702",153.038675492313,-0.7169241697471,0.151537213483383,3.66773881848611e-21,7.14901287326318e-19,"AC005821.1","lncRNA"
"ENSG00000185090",2431.43586351188,-0.551530443901848,0.0592578921424288,4.36610008962448e-21,8.45113248597939e-19,"MANEAL","protein_coding"
"ENSG00000148848",634.376931177967,1.88241720060195,0.20661410789446,4.73585496488825e-21,9.10361968526415e-19,"ADAM12","protein_coding"
"ENSG00000197935",113.873633863386,1.93054246282107,0.212045306547649,5.43706880235805e-21,1.03799601868579e-18,"ZNF311","protein_coding"
"ENSG00000173065",2946.68798117266,-1.26833463509636,0.138704460298349,5.64098183472686e-21,1.06959922911117e-18,"FAM222B","protein_coding"
"ENSG00000172137",20.713336648643,-2.69896872169856,0.29616846146379,5.85030481923172e-21,1.09523315620013e-18,"CALB2","protein_coding"
"ENSG00000262209",46.8146906273707,2.09138881342556,0.2298023091547,5.85476053075804e-21,1.09523315620013e-18,"PCDHGB3","protein_coding"
"ENSG00000164244",5537.64381131703,0.891630679104468,0.0971776985348066,6.70684781500802e-21,1.24626646098479e-18,"PRRC1","protein_coding"
"ENSG00000272602",989.290400218777,2.23475104953422,0.246167924672819,6.94183370956208e-21,1.28138894693128e-18,"ZNF595","protein_coding"
"ENSG00000030419",146.498641299355,-2.5567911088391,0.282072371929966,7.69507909097114e-21,1.40434639568594e-18,"IKZF2","protein_coding"
"ENSG00000224215",11.9973868923878,2.81769877029043,0.309506905921333,7.70871447422056e-21,1.40434639568594e-18,"AL606469.1","lncRNA"
"ENSG00000232765",74.0806041701144,5.70190730655497,0.632496034440677,8.26893822385623e-21,1.49662412411393e-18,"AL158819.1","transcribed_unprocessed_pseudogene"
"ENSG00000072133",8.89546000467399,-3.9591582956438,0.436336367337815,1.11460632003897e-20,2.00434980377073e-18,"RPS6KA6","protein_coding"
"ENSG00000276547",664.558410276872,1.71312672636674,0.189547688100774,1.13567284527206e-20,2.02914161642745e-18,"PCDHGB5","protein_coding"
"ENSG00000224287",5.10023507266739,8.65901646234335,2.66580255155833,1.40641382067245e-20,2.49687722443332e-18,"MSL3P1","transcribed_processed_pseudogene"
"ENSG00000077984",48.094386410029,-3.9403429413033,0.441418289374176,1.83366018043569e-20,3.2347854562838e-18,"CST7","protein_coding"
"ENSG00000275066",3390.68093828345,-0.990931216714682,0.109763403291668,2.15984183858035e-20,3.78624349476415e-18,"SYNRG","protein_coding"
"ENSG00000163359",300.853394370585,-4.22005346612556,0.472952234458354,2.2565870157927e-20,3.93111561819938e-18,"COL6A3","protein_coding"
"ENSG00000124191",245.040615138829,-1.84463667695269,0.206822306031458,3.22153798284191e-20,5.57726262085419e-18,"TOX2","protein_coding"
"ENSG00000276234",778.130635987109,-1.49803655918264,0.168791463556909,5.60754945720941e-20,9.64810037165419e-18,"TADA2A","protein_coding"
"ENSG00000215533",110.387680498271,1.95022173998731,0.220851988696295,6.56801036693979e-20,1.12112912806645e-17,"LINC00189","lncRNA"
"ENSG00000226887",257.104729401197,-1.80642441889594,0.203986419659964,6.59653345541916e-20,1.12112912806645e-17,"ERVMER34-1","protein_coding"
"ENSG00000129757",17058.8762946503,-3.10206748961676,0.351928925043544,7.03226538011789e-20,1.18794141175773e-17,"CDKN1C","protein_coding"
"ENSG00000167941",97.6059302506959,-3.65129907070348,0.416064988982931,7.82607132891759e-20,1.31407280813807e-17,"SOST","protein_coding"
"ENSG00000163939",4154.31518641128,-0.751909971174036,0.0843067722774647,9.27306260643569e-20,1.54771301813881e-17,"PBRM1","protein_coding"
"ENSG00000115386",6.52646253121005,9.05142051081074,2.72663473057106,1.25000320541143e-19,2.07388924669243e-17,"REG1A","protein_coding"
"ENSG00000108821",663.230857897902,-2.89006090958372,0.330547469943153,1.33012829222646e-19,2.19376721238036e-17,"COL1A1","protein_coding"
"ENSG00000181031",61.5645772364867,1.51397747195683,0.17283321808103,1.60251340637751e-19,2.62746212799767e-17,"RPH3AL","protein_coding"
"ENSG00000087299",2361.70827478983,-0.448619607174182,0.050220760727824,1.82923062071575e-19,2.98164591176668e-17,"L2HGDH","protein_coding"
"ENSG00000151623",34.446779355296,-2.45030645478627,0.28131981869582,2.10438237135443e-19,3.41020057190476e-17,"NR3C2","protein_coding"
"ENSG00000186487",17.0898101554511,5.02809610144472,0.575681716643015,2.52625460922094e-19,4.0701904464055e-17,"MYT1L","protein_coding"
"ENSG00000232445",724.28095425797,-0.84715404365102,0.0964645099924415,2.66835345472337e-19,4.27442619790255e-17,"EMSLR","lncRNA"
"ENSG00000278845",5822.49170327874,-1.09014701121458,0.124823406563545,2.86508341182809e-19,4.56334113930768e-17,"MRPL45","protein_coding"
"ENSG00000204655",48.3033511116381,-1.87778664944393,0.216207707942515,3.04169028085703e-19,4.81710415899591e-17,"MOG","protein_coding"
"ENSG00000171049",14.907526384272,-6.00813722807481,0.734288649155723,3.05934312290226e-19,4.81768761947201e-17,"FPR2","protein_coding"
"ENSG00000083520",11053.8010432077,0.96847750843426,0.0758253713937592,4.75920170061992e-19,7.45242859558309e-17,"DIS3","protein_coding"
"ENSG00000163380",150.919623889149,2.04566569527313,0.237959515839637,5.11727066490107e-19,7.96836230406634e-17,"LMOD3","protein_coding"
"ENSG00000103175",4666.34967717612,-2.91216175999755,0.339626952948489,5.66587577818146e-19,8.75679710624897e-17,"WFDC1","protein_coding"
"ENSG00000198125",53.5662986528216,-3.67967625088564,0.430269566448807,5.68643589219339e-19,8.75679710624897e-17,"MB","protein_coding"
"ENSG00000162645",1450.54346726466,-1.12227354630108,0.130075885844556,6.57964162385927e-19,1.00766126913093e-16,"GBP2","protein_coding"
"ENSG00000063587",1462.80272056339,0.446813622958654,0.0508967829250613,7.53985941717098e-19,1.14840711221206e-16,"ZNF275","protein_coding"
"ENSG00000153975",1293.00276505635,0.499633959902882,0.0575484965810767,1.48930580467688e-18,2.25605547248688e-16,"ZUP1","protein_coding"
"ENSG00000204287",418.666851700374,-4.58490392158598,0.543665127923738,1.65479740804206e-18,2.49319827861385e-16,"HLA-DRA","protein_coding"
"ENSG00000176124",830.222410126158,1.03289521812085,0.12246979145902,4.08054259286285e-18,6.11489052101431e-16,"DLEU1","lncRNA"
"ENSG00000215483",144.534510086916,1.08295995697141,0.128825482451287,4.86432767468812e-18,7.23886152601287e-16,"LINC00598","lncRNA"
"ENSG00000107968",26.8198401826537,-1.81473597525063,0.216780795103545,4.88252418788943e-18,7.23886152601287e-16,"MAP3K8","protein_coding"
"ENSG00000163584",6067.67688235825,-1.53450001881301,0.183724635728317,4.93796099196601e-18,7.28231675815178e-16,"RPL22L1","protein_coding"
"ENSG00000115008",74.7590819617152,4.86895237579288,0.401113587568457,6.11222264389021e-18,8.96663061858693e-16,"IL1A","protein_coding"
"ENSG00000123610",427.216870077908,2.63647452127716,0.206821917048626,7.14384164089977e-18,1.04251464951204e-15,"TNFAIP6","protein_coding"
"ENSG00000139835",700.81061843101,1.35974221241333,0.163251587264629,7.41042981608084e-18,1.07578599095636e-15,"GRTP1","protein_coding"
"ENSG00000197385",307.519743141072,1.61246653908498,0.194298867832393,7.49719824769295e-18,1.08274304019661e-15,"ZNF860","protein_coding"
"ENSG00000140682",1918.35419750385,-0.7377477757825,0.0876081776464716,7.54893865594207e-18,1.08459570699522e-15,"TGFB1I1","protein_coding"
"ENSG00000124785",128.3659485823,-1.72138736563052,0.207463305497847,7.64192645843508e-18,1.09232521115877e-15,"NRN1","protein_coding"
"ENSG00000118495",129.046659908252,4.95262924225201,0.601839481894328,8.1565453029125e-18,1.15993564912286e-15,"PLAGL1","protein_coding"
