"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","biotype"
"ENSG00000176641",187.369986213957,-1.74960754538895,0.178511755397277,7.91332429304312e-24,3.47080915659313e-21,"RNF152","protein_coding"
"ENSG00000186451",49.8049687967253,1.7986228648169,0.183800906521463,1.01169607681689e-23,4.36799781165694e-21,"SPATA12","protein_coding"
"ENSG00000287321",33.9297021312066,4.15649229180239,0.431929917657321,4.25834710067148e-23,1.8102561090116e-20,"AC026523.4","lncRNA"
"ENSG00000134242",124.256852758327,2.40025290985619,0.250014434800447,5.55421529722582e-23,2.32536480443854e-20,"PTPN22","protein_coding"
"ENSG00000112852",122.223810626251,2.41918933269989,0.252737524193107,6.8586595104051e-23,2.82863402375394e-20,"PCDHB2","protein_coding"
"ENSG00000085276",155.177138736212,8.79018659391331,0.916771891498548,7.39712931410132e-23,3.00584525304776e-20,"MECOM","protein_coding"
"ENSG00000197980",148.827801599448,0.667572813933575,0.068847704078293,8.68203802952902e-23,3.4768416642311e-20,"LEKR1","protein_coding"
"ENSG00000151572",3366.17703697327,-1.23081978458908,0.128772804894782,1.29802945158642e-22,5.12387854374797e-20,"ANO4","protein_coding"
"ENSG00000165025",1053.5222231337,2.91620711841837,0.307546711766864,1.43393577910104e-22,5.58063569691832e-20,"SYK","protein_coding"
"ENSG00000124092",97.504389872109,1.37927075106135,0.14478201547396,1.6147312073578e-22,6.19697954468203e-20,"CTCFL","protein_coding"
"ENSG00000073754",89.442438400297,2.61645708578519,0.276287802670069,1.71916507648066e-22,6.50739306757719e-20,"CD5L","protein_coding"
"ENSG00000069667",746.691806750675,2.7499418175461,0.29089682440615,1.99929194436683e-22,7.46546419010058e-20,"RORA","protein_coding"
"ENSG00000113494",25.1882052067447,-2.24218977163921,0.237979272560924,3.03812937797049e-22,1.11932787962774e-19,"PRLR","protein_coding"
"ENSG00000106688",1039.01537896335,-1.32339590998818,0.140457132992383,4.25916837288477e-22,1.54854395367831e-19,"SLC1A1","protein_coding"
"ENSG00000154917",4425.99028136393,0.854701908677304,0.09006219726236,4.32250877948766e-22,1.55116315058186e-19,"RAB6B","protein_coding"
"ENSG00000147100",76.7290016257316,-1.87129942591268,0.200161381237108,4.81843747174682e-22,1.706962361786e-19,"SLC16A2","protein_coding"
"ENSG00000141639",482.395841396843,2.71597520069694,0.290337791241095,4.90023047437491e-22,1.71396415782187e-19,"MAPK4","protein_coding"
"ENSG00000273311",212.614816210263,0.777403222952689,0.0819193532031544,5.03888427511555e-22,1.74043062862491e-19,"DGCR11","lncRNA"
"ENSG00000170703",18.2479891829928,2.79635014796057,0.298802246950884,6.01310873434163e-22,2.0512866734238e-19,"TTLL6","protein_coding"
"ENSG00000254227",10.0591206548783,4.26014266842704,0.450956252434906,6.53263589021011e-22,2.20133896241812e-19,"AC024681.2","lncRNA"
"ENSG00000132561",572.976384042961,-2.23010292680711,0.23953130847618,7.50315232972964e-22,2.49791692982036e-19,"MATN2","protein_coding"
"ENSG00000082556",29.5010806547136,3.48005221946942,0.374896901965352,9.28078061937746e-22,3.05293488184093e-19,"OPRK1","protein_coding"
"ENSG00000170153",420.35234537106,-2.57836563141109,0.277768267339805,9.52173973041345e-22,3.09534955565629e-19,"RNF150","protein_coding"
"ENSG00000187527",15.0224783594126,4.88729182986294,0.52379536070406,2.23866860557017e-21,7.19289429175755e-19,"ATP13A5","protein_coding"
"ENSG00000204291",679.845884348157,-1.66772073630587,0.180648033938716,2.2739848001715e-21,7.22238482739528e-19,"COL15A1","protein_coding"
"ENSG00000198018",2463.44114750637,0.546037831128787,0.0581487814661899,2.34861368161829e-21,7.37464696028142e-19,"ENTPD7","protein_coding"
"ENSG00000114503",14907.1476021941,0.422147099004333,0.0449481692940336,2.6223579809756e-21,8.14168491351885e-19,"NCBP2","protein_coding"
"ENSG00000185798",1595.65034601187,0.508227351093867,0.054225800392143,3.11735970094659e-21,9.57098702850624e-19,"WDR53","protein_coding"
"ENSG00000048740",16449.6500373898,-0.666232948789469,0.0714988274590554,3.30974939969935e-21,1.00499994958783e-18,"CELF2","protein_coding"
"ENSG00000173890",537.387501863111,1.10132057940841,0.119562080570288,4.1250081964043e-21,1.23893724438091e-18,"GPR160","protein_coding"
"ENSG00000227297",3207.08955645223,0.70901096270511,0.0766924113356802,6.06227066328991e-21,1.79331868321658e-18,"AL035541.1","lncRNA"
"ENSG00000198125",29.4311714998869,-2.01814906082984,0.22070492824039,6.10060640642585e-21,1.79331868321658e-18,"MB","protein_coding"
"ENSG00000126062",5057.79493378116,0.470707821666536,0.0506801012759401,6.54931443956179e-21,1.90495427993654e-18,"TMEM115","protein_coding"
"ENSG00000231738",26.9067897691131,3.04883655548562,0.335418422432774,7.12757333874814e-21,2.05155319266967e-18,"TSPAN19","protein_coding"
"ENSG00000171084",1045.43558217006,0.698103188668975,0.0757868281555492,8.75459739828764e-21,2.49388696195344e-18,"FAM86JP","transcribed_unprocessed_pseudogene"
"ENSG00000127743",9.70129186518154,-4.68775351736193,0.513818371260858,9.23380123879541e-21,2.60355505949383e-18,"IL17B","protein_coding"
"ENSG00000236078",22.7768241502998,-3.53940567310704,0.391451549631193,1.0799385100878e-20,3.01422837482284e-18,"LINC01447","lncRNA"
"ENSG00000129295",97.9630566635886,1.35463887097749,0.149543575181239,1.28457408443426e-20,3.54953511010874e-18,"LRRC6","protein_coding"
"ENSG00000233854",28.3430449106694,3.74889499722965,0.415148660709706,1.37153510138356e-20,3.75230276449808e-18,"POU6F2-AS2","lncRNA"
"ENSG00000111266",2206.19458074379,-0.593057708546304,0.0646564740028083,1.49528970599507e-20,4.05076913294664e-18,"DUSP16","protein_coding"
"ENSG00000240476",216.844249226371,2.28019209594931,0.254495316144517,2.03315997410074e-20,5.45439576741277e-18,"LINC00973","lncRNA"
"ENSG00000061455",26.4319574121074,-2.02584677629066,0.226207751521636,2.85125344391185e-20,7.57556107328579e-18,"PRDM6","protein_coding"
"ENSG00000005513",69.0659062664245,-3.20757888733042,0.362486765764427,3.0769680468801e-20,8.09740772108484e-18,"SOX8","protein_coding"
"ENSG00000188643",907.734542760113,2.22861992442855,0.250264046991027,3.34649798556589e-20,8.72362569218458e-18,"S100A16","protein_coding"
"ENSG00000119900",1961.79322310794,0.881032851614363,0.0977270035234334,3.52528550136179e-20,9.10380270781579e-18,"OGFRL1","protein_coding"
"ENSG00000100258",27657.0492092187,0.39947947113134,0.0437782942055562,4.38698266722778e-20,1.11459051644581e-17,"LMF2","protein_coding"
"ENSG00000176049",133.720651152875,5.31104711693788,0.600171499154836,4.40358306681834e-20,1.11459051644581e-17,"JAKMIP2","protein_coding"
"ENSG00000123612",1478.21477029625,-0.988374461259198,0.110235277084114,4.4370641578257e-20,1.11459051644581e-17,"ACVR1C","protein_coding"
"ENSG00000198795",207.848955004086,6.88673232528774,0.778583753713741,4.94373581016118e-20,1.23067844960697e-17,"ZNF521","protein_coding"
"ENSG00000172716",1519.12998911913,1.98761668883828,0.223536764198146,5.09946970996589e-20,1.25811202701587e-17,"SLFN11","protein_coding"
"ENSG00000170370",283.965226098615,-2.03416878957926,0.230305589826384,7.17743315660157e-20,1.75510471666561e-17,"EMX2","protein_coding"
"ENSG00000268758",58.1291918267432,4.90172020116181,0.560706267340058,1.28339965487837e-19,3.11078063715782e-17,"ADGRE4P","transcribed_unprocessed_pseudogene"
"ENSG00000203644",439.099429350598,0.634113355379555,0.071592996876903,2.50537212911188e-19,6.01986458014082e-17,"AC083799.1","lncRNA"
"ENSG00000245164",40.6345133139385,4.62657589537039,0.532882661032828,2.54793177652735e-19,6.06934921112101e-17,"LINC00861","lncRNA"
"ENSG00000167693",253.239750703852,-2.22380280372005,0.257087659374591,2.87760090274729e-19,6.79605710638574e-17,"NXN","protein_coding"
"ENSG00000160410",8278.3754045336,-0.453562412529001,0.0507596378084991,3.21646981769049e-19,7.53199101715455e-17,"SHKBP1","protein_coding"
"ENSG00000154856",76.5301448029888,-2.76716646780828,0.321309058940135,3.3564302945066e-19,7.7936875544375e-17,"APCDD1","protein_coding"
"ENSG00000279415",42.6050516750434,-3.96548088733205,0.458399505090525,3.47097433484981e-19,7.99249690171416e-17,"AC099494.2","TEC"
"ENSG00000091490",119.658214837127,2.49988193070639,0.289328507860014,3.55890008636191e-19,8.12723365176466e-17,"SEL1L3","protein_coding"
"ENSG00000071051",11798.8045985792,-0.386448555399288,0.0435557605128084,4.13204004071893e-19,9.35873200042176e-17,"NCK2","protein_coding"
"ENSG00000258548",166.14599990287,7.24797046103679,0.849760575207395,5.59233426192905e-19,1.25632016524897e-16,"LINC00645","lncRNA"
"ENSG00000129521",658.746283812654,-1.01177001035358,0.116685901108204,5.70597837464666e-19,1.27151285845352e-16,"EGLN3","protein_coding"
"ENSG00000116106",3509.27194580537,0.570423402976625,0.0649102316168779,6.0196061166969e-19,1.33067004973255e-16,"EPHA4","protein_coding"
"ENSG00000165973",83.2831074973252,-3.55643480716933,0.414799835751839,6.09803262379771e-19,1.3373082338157e-16,"NELL1","protein_coding"
"ENSG00000206199",69.7411902611856,1.58670324278071,0.184494599649399,6.5848440968429e-19,1.43269615814144e-16,"ANKUB1","protein_coding"
"ENSG00000077616",44.8086757602202,3.29736684777549,0.386055523377763,7.21495133192121e-19,1.55752761877849e-16,"NAALAD2","protein_coding"
"ENSG00000183154",59.3710734459538,1.61969964979873,0.188434952943546,7.42711433216919e-19,1.59089940485658e-16,"AC138356.1","lncRNA"
"ENSG00000149256",86.1349105668163,-4.40268723265198,0.518079677958127,7.70540173268024e-19,1.6378127744417e-16,"TENM4","protein_coding"
"ENSG00000253651",8.26789241171984,5.27155634970523,0.650417707476648,8.72599092132552e-19,1.8405845888402e-16,"SOD1P3","processed_pseudogene"
"ENSG00000206535",209.476933666608,1.90302603463626,0.222791314969142,9.40166004998394e-19,1.96808083712997e-16,"LNP1","protein_coding"
"ENSG00000091879",59.2633136086847,-2.24123663794591,0.262067969517219,1.00781794728428e-18,2.09383650521499e-16,"ANGPT2","protein_coding"
"ENSG00000171862",5420.41017508126,-0.720322975767117,0.0830974704613176,1.05189329543318e-18,2.1690981745828e-16,"PTEN","protein_coding"
"ENSG00000205361",5.67537305560319,5.63166999963371,0.85185661728165,1.29505027301445e-18,2.65072808473595e-16,"MT1DP","transcribed_unprocessed_pseudogene"
"ENSG00000163347",2201.37899182632,2.00859128641063,0.162006195414326,1.32219365832645e-18,2.68638640932914e-16,"CLDN1","protein_coding"
"ENSG00000182175",42.3340776338382,-3.63930989096546,0.432924962392511,1.43635841869188e-18,2.89704057118934e-16,"RGMA","protein_coding"
"ENSG00000196932",10.4815272124872,-2.78192748296437,0.328293253446255,1.64944086054904e-18,3.30270651149935e-16,"TMEM26","protein_coding"
"ENSG00000236449",46.9403658130239,-1.10612760618312,0.129961470759257,1.98530569135664e-18,3.9466163211199e-16,"AC010894.2","lncRNA"
"ENSG00000169436",610.827764084978,-3.15954685101161,0.37650346419047,2.45232635855517e-18,4.84019156711403e-16,"COL22A1","protein_coding"
"ENSG00000103257",54401.1491967062,0.596995848225869,0.0695683300841683,2.61964717949969e-18,5.13376530949897e-16,"SLC7A5","protein_coding"
"ENSG00000151789",84.0047995573838,4.14281221497801,0.494567067215876,2.69083063235036e-18,5.23612901641586e-16,"ZNF385D","protein_coding"
"ENSG00000184557",441.523532912889,2.27900477171008,0.271237539468113,2.89480125905545e-18,5.59364674057483e-16,"SOCS3","protein_coding"
"ENSG00000174808",23.5388074059873,5.79496263772375,0.687193877343114,3.00318221459262e-18,5.73316439377444e-16,"BTC","protein_coding"
"ENSG00000249641",135.09542550913,2.35115566172197,0.280253223724635,3.00850042377422e-18,5.73316439377444e-16,"HOXC13-AS","lncRNA"
"ENSG00000142528",1220.37952165207,-0.479114656742906,0.0555942282790778,3.09163047263892e-18,5.8512283027369e-16,"ZNF473","protein_coding"
"ENSG00000164114",41.5047432974325,4.16824593852526,0.49931033344876,3.16072223005713e-18,5.94129773203664e-16,"MAP9","protein_coding"
"ENSG00000245832",140.380224976102,5.82399139817449,0.698411548999149,3.54550416388657e-18,6.61955209841309e-16,"MIR4300HG","lncRNA"
"ENSG00000113594",249.476898126933,4.35450657364374,0.522707847882429,4.12466620063878e-18,7.63821220468782e-16,"LIFR","protein_coding"
"ENSG00000237125",32.3918701960041,4.61118292708078,0.553483334105872,4.14639487081345e-18,7.63821220468782e-16,"HAND2-AS1","lncRNA"
"ENSG00000104361",461.678186965292,-0.801964804015792,0.0945563202576189,4.66621234605844e-18,8.53885957260178e-16,"NIPAL2","protein_coding"
"ENSG00000150656",33.8724032044048,3.75823512188218,0.453213576529602,6.37847833451835e-18,1.15700134066946e-15,"CNDP1","protein_coding"
"ENSG00000008735",2219.25546298861,-1.48915981377132,0.178512768324117,6.40638408810173e-18,1.15700134066946e-15,"MAPK8IP2","protein_coding"
"ENSG00000204740",8.52877292752135,3.62488749077608,0.43388995379738,6.85963139644084e-18,1.23081386198996e-15,"MALRD1","protein_coding"
"ENSG00000183087",192.060053294727,-2.47672760131094,0.300197311869082,7.46853262199588e-18,1.33142253813542e-15,"GAS6","protein_coding"
"ENSG00000259676",84.3069116911111,-1.67322701296213,0.202492757127609,1.17049611677397e-17,2.07327876273708e-15,"AC103982.1","lncRNA"
"ENSG00000083720",3765.5468454809,-0.91321188352524,0.109639107013972,1.30300519284209e-17,2.29328913940208e-15,"OXCT1","protein_coding"
"ENSG00000155760",5859.26032952041,-0.549623090107936,0.0651602684064357,1.574730668206e-17,2.75398467239672e-15,"FZD7","protein_coding"
"ENSG00000160345",120.656507678492,0.947757130842181,0.11432239900719,1.83830793080858e-17,3.19472482667312e-15,"C9orf116","protein_coding"
"ENSG00000197632",2085.80673830232,3.77937160351714,0.463603360968476,1.90836971769502e-17,3.29575450245929e-15,"SERPINB2","protein_coding"
"ENSG00000113805",15.7180656651568,6.41697747093494,0.849083914010342,2.16278321580364e-17,3.71192706950846e-15,"CNTN3","protein_coding"
"ENSG00000233388",32.6410161658968,2.27890478406927,0.278926662653562,2.22712890412234e-17,3.79876702954991e-15,"AL022334.1","processed_pseudogene"
"ENSG00000263637",17.7147851977322,3.96619187881157,0.487765116145237,2.28964063161005e-17,3.88143251120545e-15,"AC022035.1","lncRNA"
"ENSG00000189108",8.57188066777523,-3.00801026259807,0.365550832614574,2.34974091404278e-17,3.95902688639207e-15,"IL1RAPL2","protein_coding"
"ENSG00000236671",49.678450607203,1.37564926358689,0.168123940514753,2.51595051677621e-17,4.2133784654279e-15,"PRKG1-AS1","lncRNA"
"ENSG00000164199",132.030452280215,3.67948750668623,0.45504314336464,3.2640385091976e-17,5.43324771603302e-15,"ADGRV1","protein_coding"
"ENSG00000066027",6505.64939544478,-0.499776988563993,0.0601739066553726,4.18212168500361e-17,6.91978361676765e-15,"PPP2R5A","protein_coding"
"ENSG00000168765",3327.63751744919,-0.52608297693824,0.0634320216959998,4.38134160379214e-17,7.20626376166575e-15,"GSTM4","protein_coding"
"ENSG00000224982",33.3096846520717,3.15404951003116,0.391621774773021,4.46532721938055e-17,7.30094211395997e-15,"TMEM233","protein_coding"
"ENSG00000154760",39.037045825727,1.5784649312156,0.195036371093059,4.70663332862952e-17,7.65021718451122e-15,"SLFN13","protein_coding"
"ENSG00000196455",6268.91784371992,0.380738810447223,0.0461461490253554,4.89248577918304e-17,7.90579924271262e-15,"PIK3R4","protein_coding"
"ENSG00000196628",76.2752131887559,5.00285522893236,0.623259569945013,4.95948785687146e-17,7.96747491052746e-15,"TCF4","protein_coding"
"ENSG00000139174",61.8027455605396,-1.84223357869527,0.228248614805143,5.06048615332081e-17,8.0827371900902e-15,"PRICKLE1","protein_coding"
"ENSG00000120915",68.7094375760135,-3.62286140887449,0.455394305041542,5.33201392555541e-17,8.46748326384753e-15,"EPHX2","protein_coding"
"ENSG00000124818",1632.29080176951,8.15691976187795,1.02349571332944,6.6170069131406e-17,1.04480648585086e-14,"OPN5","protein_coding"
"ENSG00000149972",111.22039937264,3.16597225051542,0.395940931068173,6.85090036186251e-17,1.07559135681241e-14,"CNTN5","protein_coding"
"ENSG00000159167",1294.61856963088,4.65200906698978,0.583057084941685,7.37382912989733e-17,1.15115054529561e-14,"STC1","protein_coding"
"ENSG00000127511",3287.33419301689,-1.83788964929581,0.229433032712638,8.92047524153185e-17,1.3847784936742e-14,"SIN3B","protein_coding"
"ENSG00000229607",1018.23807218866,0.839167613008286,0.103576012436316,1.0342704881472e-16,1.59056985059301e-14,"AL137027.1","lncRNA"
"ENSG00000102796",73.5087378370267,-1.56150243103241,0.195295741746041,1.03612685692943e-16,1.59056985059301e-14,"DHRS12","protein_coding"
"ENSG00000144681",172.243756888775,4.65064798883309,0.58639931801763,1.05357340074064e-16,1.60841658614726e-14,"STAC","protein_coding"
"ENSG00000141449",338.500841280687,-3.36767344443009,0.424368556314176,1.14151902640867e-16,1.73310185372112e-14,"GREB1L","protein_coding"
"ENSG00000170091",10.2911763712363,-2.02584403378476,0.25232738276064,1.21728543691689e-16,1.83803449141463e-14,"NSG2","protein_coding"
"ENSG00000105613",258.437733869266,1.01680954159562,0.12640393041289,1.24877222849066e-16,1.87533012052466e-14,"MAST1","protein_coding"
"ENSG00000151726",15958.0029100701,0.679998580663404,0.0839671935004958,1.37491908855079e-16,2.05360887863976e-14,"ACSL1","protein_coding"
"ENSG00000273305",33.3902883427114,-1.17314887395676,0.146544706606828,1.41631680662185e-16,2.10406806454704e-14,"AC009237.15","lncRNA"
"ENSG00000066032",91.0415778270468,2.34281311776163,0.295704551549974,1.49178710731094e-16,2.20433483150888e-14,"CTNNA2","protein_coding"
"ENSG00000182667",115.940959284186,-1.91008394850042,0.241230967726609,1.53036737579949e-16,2.24931443234529e-14,"NTM","protein_coding"
"ENSG00000157107",1654.67959119379,-0.459747246484019,0.0563106982306842,1.57307504078616e-16,2.29985235592609e-14,"FCHO2","protein_coding"
"ENSG00000162910",2746.07966704978,0.769367633220823,0.0954821616765014,1.71765870088203e-16,2.4980181696196e-14,"MRPL55","protein_coding"
"ENSG00000146416",945.816394688204,1.21244763158451,0.152513814821055,1.99388245167625e-16,2.88455287459257e-14,"AIG1","protein_coding"
"ENSG00000234948",29.1787009171375,3.13939179768222,0.39956735682176,2.22277864444813e-16,3.19894893246827e-14,"LINC01524","lncRNA"
"ENSG00000170542",148.196554967542,-4.6250999137867,0.593935761228931,2.36693112680607e-16,3.38875859564276e-14,"SERPINB9","protein_coding"
"ENSG00000129071",5151.34370343146,0.798675425290017,0.100149078027525,3.2318030063498e-16,4.60315364285864e-14,"MBD4","protein_coding"
"ENSG00000179715",12.3438442702102,3.84427184234977,0.489972596267264,3.49145393560494e-16,4.94747975121209e-14,"PCED1B","protein_coding"
"ENSG00000279673",482.116931946182,0.56810606952095,0.0709197286995684,4.16233038853998e-16,5.86803639266004e-14,"AC092919.2","TEC"
"ENSG00000124882",53.8141271853422,2.74865945819564,0.353897322813877,4.82765751382636e-16,6.77146357472335e-14,"EREG","protein_coding"
